               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.034819,            0.013078,          0.00080748,             0.99212,              0.9887,             0.99401,             0.53846,            0.029722,            0.010366,          0.00040336,           0.0055942,           0.0055942,           0.0055942
                 150,            0.033009,            0.013059,          0.00049414,             0.97826,             0.97792,             0.98742,             0.50279,            0.031103,            0.010461,          0.00040059,           0.0055471,           0.0055471,           0.0055471
                 151,            0.033754,            0.013263,          0.00052233,             0.98171,             0.98578,             0.99058,             0.55366,            0.029932,            0.010292,          0.00040135,              0.0055,              0.0055,              0.0055
                 152,             0.03343,            0.013054,           0.0013095,             0.98913,             0.98948,             0.99065,             0.56347,            0.029209,            0.010133,          0.00042389,           0.0054529,           0.0054529,           0.0054529
                 153,            0.033208,            0.013286,           0.0010066,             0.99018,             0.99038,             0.99036,             0.55778,            0.029343,              0.0102,          0.00043634,           0.0054058,           0.0054058,           0.0054058
                 154,            0.033576,            0.012702,           0.0005876,             0.98701,              0.9879,             0.99047,             0.51333,            0.031587,            0.010412,          0.00044091,           0.0053587,           0.0053587,           0.0053587
                 155,            0.033192,            0.012963,          0.00063034,             0.98502,             0.98427,             0.98778,             0.53948,            0.030026,            0.010361,          0.00043499,           0.0053116,           0.0053116,           0.0053116
                 156,            0.033705,            0.013253,          0.00073904,             0.96313,             0.96898,             0.97532,             0.44829,            0.034114,            0.010801,           0.0004606,           0.0052645,           0.0052645,           0.0052645
                 157,            0.033208,            0.012934,           0.0012763,             0.98783,             0.98401,             0.99052,             0.52939,            0.030312,            0.010323,          0.00044177,           0.0052174,           0.0052174,           0.0052174
                 158,            0.032812,            0.013242,          0.00082102,             0.98443,             0.98574,             0.98919,             0.54537,            0.030397,            0.010243,          0.00042347,           0.0051704,           0.0051704,           0.0051704
                 159,              0.0342,            0.012604,          0.00095319,             0.99212,             0.98881,             0.99368,             0.56043,             0.02923,            0.010155,          0.00038867,           0.0051234,           0.0051234,           0.0051234
                 160,             0.03347,            0.012843,          0.00065402,             0.99025,             0.98698,             0.99377,             0.57225,             0.02862,            0.010125,          0.00037302,           0.0050765,           0.0050765,           0.0050765
                 161,            0.033806,            0.012967,          0.00075693,             0.99087,              0.9909,             0.99383,             0.57429,            0.028611,            0.010059,          0.00035199,           0.0050296,           0.0050296,           0.0050296
                 162,             0.03313,            0.012641,          0.00071561,             0.99348,             0.99169,             0.99306,              0.5783,            0.028226,             0.00996,          0.00035749,           0.0049828,           0.0049828,           0.0049828
                 163,            0.032431,            0.013024,          0.00054998,             0.99137,             0.98958,              0.9928,             0.56711,            0.029251,            0.010147,          0.00035751,            0.004936,            0.004936,            0.004936
                 164,            0.034002,            0.013001,          0.00059284,             0.98149,             0.98039,             0.98522,             0.51944,            0.031121,            0.010362,          0.00036453,           0.0048893,           0.0048893,           0.0048893
                 165,            0.033906,            0.012832,           0.0005447,               0.992,              0.9909,             0.99374,             0.56482,            0.030555,            0.010089,           0.0003885,           0.0048426,           0.0048426,           0.0048426
                 166,            0.033082,            0.012428,          0.00083341,             0.98402,             0.98261,             0.98969,             0.52678,             0.03085,            0.010403,          0.00045436,            0.004796,            0.004796,            0.004796
                 167,            0.031792,            0.013446,          0.00091992,              0.9834,             0.97958,             0.98842,             0.48294,            0.032147,            0.010503,          0.00042221,           0.0047495,           0.0047495,           0.0047495
                 168,            0.032938,            0.012975,           0.0007051,             0.98919,             0.98702,             0.99163,             0.51707,            0.030027,            0.010233,          0.00040859,           0.0047031,           0.0047031,           0.0047031
                 169,            0.032925,            0.013074,          0.00075535,             0.98578,             0.98613,             0.99152,             0.51059,            0.031946,            0.010349,           0.0003911,           0.0046568,           0.0046568,           0.0046568
                 170,            0.032009,            0.013045,          0.00061494,             0.99034,             0.99055,             0.99228,              0.5376,            0.030993,             0.01015,          0.00035744,           0.0046105,           0.0046105,           0.0046105
                 171,            0.031939,            0.012661,           0.0010038,             0.99345,             0.99134,             0.99363,             0.58075,            0.027468,           0.0098908,          0.00033428,           0.0045644,           0.0045644,           0.0045644
                 172,            0.031797,            0.012951,           0.0008172,             0.98922,             0.99098,             0.99262,             0.55138,            0.029183,            0.010128,          0.00034473,           0.0045184,           0.0045184,           0.0045184
                 173,            0.031574,            0.012918,           0.0015153,             0.98152,             0.98445,             0.98832,             0.52664,            0.030143,            0.010358,          0.00033998,           0.0044724,           0.0044724,           0.0044724
                 174,            0.030716,            0.012887,           0.0007811,             0.98782,             0.98656,             0.99208,             0.54277,             0.02975,            0.010249,          0.00033787,           0.0044266,           0.0044266,           0.0044266
                 175,            0.031405,            0.012973,           0.0005597,             0.98779,             0.98927,             0.99398,             0.55472,            0.029367,            0.010046,          0.00032731,           0.0043809,           0.0043809,           0.0043809
                 176,            0.032126,            0.012989,          0.00072713,             0.99171,             0.99046,             0.99441,             0.56723,            0.028407,           0.0099217,          0.00033167,           0.0043353,           0.0043353,           0.0043353
                 177,            0.032012,             0.01296,          0.00094848,             0.99159,             0.98913,             0.99238,             0.56304,             0.02847,            0.010004,          0.00033187,           0.0042899,           0.0042899,           0.0042899
                 178,            0.031321,            0.012839,          0.00054706,             0.99089,             0.99002,               0.992,             0.54135,            0.029348,            0.010061,          0.00032755,           0.0042445,           0.0042445,           0.0042445
                 179,            0.031522,            0.012501,          0.00068038,             0.99154,              0.9879,             0.99309,             0.54812,            0.029182,            0.010117,          0.00033071,           0.0041994,           0.0041994,           0.0041994
                 180,            0.032646,            0.012577,          0.00092866,             0.99057,             0.99098,             0.99282,             0.54984,            0.028872,            0.010023,          0.00032719,           0.0041543,           0.0041543,           0.0041543
                 181,            0.031309,            0.012546,           0.0006656,             0.99052,             0.98875,             0.99215,             0.53862,            0.029156,            0.010055,          0.00032882,           0.0041094,           0.0041094,           0.0041094
                 182,             0.03156,            0.012861,          0.00080158,             0.99093,               0.987,              0.9928,             0.51515,            0.030828,            0.010169,          0.00032538,           0.0040647,           0.0040647,           0.0040647
                 183,            0.030822,            0.012942,          0.00053508,             0.99233,             0.98955,             0.99316,              0.5325,            0.029526,            0.010108,           0.0003195,           0.0040201,           0.0040201,           0.0040201
                 184,            0.031226,            0.012795,          0.00042724,             0.98974,             0.99046,             0.99389,             0.57265,            0.027746,           0.0098487,          0.00032952,           0.0039757,           0.0039757,           0.0039757
                 185,            0.030863,            0.012962,          0.00051273,              0.9914,             0.99046,             0.99394,             0.57406,            0.028045,           0.0098134,          0.00031574,           0.0039314,           0.0039314,           0.0039314
                 186,            0.030885,            0.012744,          0.00040476,              0.9932,             0.99135,             0.99415,             0.57161,            0.027792,           0.0097911,          0.00028978,           0.0038873,           0.0038873,           0.0038873
                 187,            0.030951,            0.013173,          0.00090812,             0.99217,             0.99452,             0.99435,             0.56536,            0.028219,           0.0099469,          0.00027678,           0.0038434,           0.0038434,           0.0038434
                 188,            0.030564,            0.012657,           0.0006828,             0.98933,             0.99267,             0.99374,             0.56257,            0.028175,           0.0098797,          0.00028588,           0.0037997,           0.0037997,           0.0037997
                 189,            0.030347,             0.01271,          0.00040325,             0.99343,             0.99353,             0.99424,             0.59368,            0.026395,           0.0097264,          0.00027463,           0.0037562,           0.0037562,           0.0037562
                 190,            0.029896,            0.012299,          0.00044851,             0.99262,             0.99567,             0.99431,             0.59948,            0.026981,           0.0096245,          0.00025863,           0.0037128,           0.0037128,           0.0037128
                 191,            0.030804,            0.012127,          0.00049777,             0.99046,             0.99231,             0.99385,             0.57914,             0.02757,           0.0097241,          0.00025138,           0.0036697,           0.0036697,           0.0036697
                 192,            0.030891,            0.012417,          0.00044416,             0.99141,             0.98956,             0.99409,             0.56545,            0.027519,           0.0097485,          0.00025902,           0.0036267,           0.0036267,           0.0036267
                 193,            0.030446,            0.012698,            0.000637,              0.9869,             0.98797,             0.99365,             0.57737,            0.027017,           0.0098024,          0.00027738,            0.003584,            0.003584,            0.003584
                 194,            0.030047,            0.012681,          0.00045276,              0.9923,             0.99222,             0.99442,             0.59149,            0.026569,           0.0096726,          0.00028582,           0.0035415,           0.0035415,           0.0035415
                 195,            0.030263,            0.012066,           0.0006008,             0.99241,              0.9931,             0.99428,              0.5694,            0.027507,           0.0097543,           0.0002946,           0.0034991,           0.0034991,           0.0034991
                 196,            0.030082,            0.013328,          0.00048779,             0.99435,             0.99443,             0.99478,             0.59242,            0.027056,            0.009584,           0.0002864,            0.003457,            0.003457,            0.003457
                 197,            0.030107,            0.012289,           0.0005528,             0.99413,             0.99222,              0.9941,             0.59691,            0.026916,            0.009573,          0.00027446,           0.0034152,           0.0034152,           0.0034152
                 198,            0.030412,            0.012261,          0.00038117,             0.99323,             0.99223,             0.99438,             0.60393,            0.026274,           0.0095047,          0.00026207,           0.0033735,           0.0033735,           0.0033735
                 199,            0.030521,            0.012707,          0.00044576,             0.99223,             0.99443,             0.99465,             0.59636,            0.026345,           0.0095882,          0.00026352,           0.0033321,           0.0033321,           0.0033321
                 200,            0.029737,            0.012592,          0.00041807,             0.99079,             0.99311,             0.99444,             0.58119,            0.027407,           0.0097099,          0.00026413,           0.0032909,           0.0032909,           0.0032909
                 201,            0.030496,            0.012111,           0.0004457,             0.99007,             0.99179,             0.99361,             0.55793,            0.027968,           0.0099572,           0.0002653,             0.00325,             0.00325,             0.00325
                 202,            0.029965,            0.012585,          0.00048063,             0.99309,             0.99068,             0.99252,             0.56258,            0.028071,           0.0098147,          0.00025936,           0.0032093,           0.0032093,           0.0032093
                 203,            0.029068,            0.012536,          0.00042242,             0.99469,             0.99384,             0.99464,             0.58457,            0.027533,           0.0096794,          0.00025338,           0.0031689,           0.0031689,           0.0031689
                 204,            0.029578,            0.012572,          0.00052025,             0.99603,             0.99661,             0.99489,             0.59633,            0.026375,           0.0095123,          0.00024725,           0.0031287,           0.0031287,           0.0031287
                 205,            0.029079,            0.012719,          0.00054333,             0.99427,             0.99435,             0.99453,             0.57195,            0.027588,           0.0097904,          0.00024731,           0.0030888,           0.0030888,           0.0030888
                 206,            0.029109,             0.01195,          0.00039508,              0.9959,             0.99471,             0.99463,             0.57914,            0.026698,           0.0096905,           0.0002488,           0.0030491,           0.0030491,           0.0030491
                 207,            0.029974,            0.012123,           0.0014021,             0.99289,             0.99347,             0.99435,             0.56245,            0.028004,           0.0096815,          0.00026702,           0.0030097,           0.0030097,           0.0030097
                 208,            0.029717,            0.012393,          0.00066128,             0.99497,             0.99559,             0.99486,             0.59652,            0.026251,           0.0095207,          0.00026993,           0.0029706,           0.0029706,           0.0029706
                 209,            0.029912,            0.012401,          0.00035173,             0.99451,             0.99475,             0.99445,             0.59564,            0.026118,           0.0095153,          0.00026917,           0.0029318,           0.0029318,           0.0029318
                 210,            0.029376,            0.012219,          0.00047328,             0.99606,             0.99515,             0.99472,             0.60489,             0.02565,           0.0094821,          0.00026972,           0.0028932,           0.0028932,           0.0028932
                 211,            0.028675,            0.012084,          0.00060844,             0.99591,              0.9947,              0.9948,             0.58951,            0.026882,            0.009558,          0.00026555,            0.002855,            0.002855,            0.002855
                 212,            0.028862,            0.012466,          0.00066447,             0.99612,             0.99603,             0.99484,              0.5975,            0.026179,           0.0094883,          0.00025956,            0.002817,            0.002817,            0.002817
                 213,            0.028682,            0.012023,          0.00063577,             0.99379,             0.99523,             0.99424,             0.59766,            0.026059,           0.0094934,          0.00025728,           0.0027793,           0.0027793,           0.0027793
                 214,            0.028827,            0.012376,          0.00033413,             0.99333,              0.9931,             0.99365,             0.57429,            0.027469,           0.0095494,          0.00024987,           0.0027419,           0.0027419,           0.0027419
                 215,            0.029387,            0.011949,          0.00038572,             0.99483,             0.99523,             0.99445,             0.59897,            0.025765,           0.0094554,          0.00024952,           0.0027048,           0.0027048,           0.0027048
                 216,            0.029014,            0.011731,          0.00054547,             0.99479,             0.99519,             0.99424,             0.60104,            0.025684,           0.0094185,          0.00024048,           0.0026681,           0.0026681,           0.0026681
                 217,             0.02875,            0.012265,          0.00040807,             0.99598,             0.99428,             0.99482,             0.60947,            0.025887,           0.0093955,          0.00023891,           0.0026316,           0.0026316,           0.0026316
                 218,            0.029235,            0.012393,          0.00052371,             0.99318,              0.9901,             0.99338,             0.59037,            0.026749,           0.0095006,          0.00023292,           0.0025954,           0.0025954,           0.0025954
                 219,            0.027705,            0.012371,          0.00035924,             0.99333,             0.99055,             0.99366,             0.59187,            0.026218,           0.0095325,          0.00022204,           0.0025596,           0.0025596,           0.0025596
                 220,            0.028991,            0.012485,           0.0003895,             0.99473,             0.99647,             0.99481,             0.59926,             0.02587,           0.0094292,          0.00021348,           0.0025241,           0.0025241,           0.0025241
                 221,            0.028465,             0.01254,          0.00038223,             0.99603,             0.99624,             0.99488,             0.60514,            0.025603,           0.0094324,          0.00021126,           0.0024889,           0.0024889,           0.0024889
                 222,             0.02877,            0.012334,           0.0005471,             0.99523,             0.99423,             0.99381,             0.59666,            0.026326,           0.0095057,           0.0002129,           0.0024541,           0.0024541,           0.0024541
                 223,            0.028282,            0.011944,          0.00045087,             0.99442,             0.99283,              0.9937,              0.5881,            0.026322,           0.0095464,          0.00021531,           0.0024195,           0.0024195,           0.0024195
                 224,            0.028163,            0.011899,          0.00038749,             0.99626,             0.99479,             0.99429,             0.61079,             0.02526,           0.0093737,          0.00021391,           0.0023854,           0.0023854,           0.0023854
                 225,            0.028657,            0.012493,          0.00039154,              0.9965,             0.99603,             0.99431,               0.601,            0.025883,           0.0094322,          0.00020947,           0.0023515,           0.0023515,           0.0023515
                 226,            0.028493,            0.011993,          0.00044242,              0.9966,             0.99515,             0.99429,              0.6065,            0.025573,            0.009348,          0.00020134,            0.002318,            0.002318,            0.002318
                 227,            0.028349,            0.011893,          0.00039662,             0.99435,             0.99399,             0.99385,             0.58494,            0.026103,           0.0094205,          0.00019898,           0.0022849,           0.0022849,           0.0022849
                 228,            0.028106,             0.01212,          0.00041132,             0.99551,             0.99433,             0.99391,             0.58681,            0.026448,           0.0095185,          0.00019724,           0.0022521,           0.0022521,           0.0022521
                 229,            0.028671,             0.01152,          0.00034432,             0.99381,             0.99435,             0.99359,             0.59315,            0.025727,           0.0094387,          0.00019888,           0.0022196,           0.0022196,           0.0022196
                 230,             0.02774,            0.011832,           0.0003756,             0.99484,             0.99523,             0.99405,              0.6043,            0.025389,           0.0093463,          0.00019352,           0.0021876,           0.0021876,           0.0021876
                 231,            0.027585,             0.01244,          0.00036741,             0.99246,             0.99523,              0.9939,             0.60025,            0.025685,           0.0094297,          0.00019244,           0.0021558,           0.0021558,           0.0021558
                 232,            0.028315,            0.012276,          0.00034822,             0.99239,             0.99479,             0.99384,             0.60963,            0.025578,           0.0093193,          0.00018963,           0.0021245,           0.0021245,           0.0021245
                 233,            0.028368,            0.012369,          0.00041622,             0.99424,             0.99347,             0.99406,             0.60685,            0.026117,           0.0093202,           0.0001892,           0.0020935,           0.0020935,           0.0020935
                 234,            0.027646,            0.012137,          0.00042213,             0.99495,             0.99391,             0.99442,             0.60174,            0.025722,           0.0093791,          0.00018756,           0.0020629,           0.0020629,           0.0020629
                 235,            0.027131,            0.011878,           0.0006307,             0.99549,             0.99222,             0.99443,             0.61212,            0.025117,           0.0092608,          0.00018239,           0.0020327,           0.0020327,           0.0020327
                 236,            0.027152,            0.011657,          0.00032289,              0.9954,             0.99311,             0.99439,             0.61112,            0.025078,           0.0092178,           0.0001782,           0.0020028,           0.0020028,           0.0020028
                 237,            0.027243,             0.01186,           0.0003535,             0.99537,             0.99435,             0.99446,             0.61489,            0.025079,           0.0092328,          0.00017637,           0.0019734,           0.0019734,           0.0019734
                 238,            0.027322,            0.012264,          0.00030619,             0.99426,             0.99435,             0.99454,              0.5906,            0.026282,           0.0093651,          0.00018139,           0.0019443,           0.0019443,           0.0019443
                 239,            0.027869,            0.012251,          0.00033218,             0.99446,             0.99479,             0.99462,             0.59585,            0.025613,           0.0093102,          0.00018113,           0.0019156,           0.0019156,           0.0019156
                 240,            0.026772,            0.011348,          0.00030663,             0.99647,             0.99564,             0.99489,              0.6074,             0.02562,           0.0092129,          0.00018121,           0.0018873,           0.0018873,           0.0018873
                 241,            0.026847,             0.01231,          0.00039552,             0.99604,             0.99599,             0.99489,             0.59139,            0.026381,           0.0093314,          0.00018511,           0.0018594,           0.0018594,           0.0018594
                 242,            0.026403,            0.011931,          0.00034039,             0.99559,             0.99545,             0.99481,             0.60775,            0.025087,           0.0092588,          0.00018265,           0.0018319,           0.0018319,           0.0018319
                 243,            0.027658,            0.012229,          0.00028549,             0.99479,               0.995,             0.99424,             0.61798,            0.024609,           0.0091235,          0.00018365,           0.0018048,           0.0018048,           0.0018048
                 244,             0.02658,            0.011819,          0.00030033,             0.99501,             0.99567,             0.99429,             0.61444,            0.024766,            0.009195,          0.00018112,           0.0017781,           0.0017781,           0.0017781
                 245,            0.027246,            0.011707,          0.00035297,              0.9961,             0.99535,             0.99447,             0.62024,            0.024379,            0.009145,          0.00017268,           0.0017519,           0.0017519,           0.0017519
                 246,            0.027093,            0.011844,          0.00032914,             0.99479,             0.99387,             0.99434,             0.59871,            0.025409,           0.0093106,          0.00017219,            0.001726,            0.001726,            0.001726
                 247,            0.027299,            0.011871,          0.00029547,             0.99478,             0.99372,             0.99421,             0.58876,             0.02578,           0.0094129,          0.00017179,           0.0017005,           0.0017005,           0.0017005
                 248,            0.026298,              0.0115,          0.00030008,             0.99535,             0.99556,              0.9946,             0.60154,            0.025571,           0.0092938,          0.00016821,           0.0016755,           0.0016755,           0.0016755
                 249,            0.027606,            0.011832,          0.00027301,             0.99589,             0.99647,             0.99491,             0.61742,            0.024639,           0.0091867,          0.00016158,           0.0016509,           0.0016509,           0.0016509
                 250,            0.026962,             0.01167,          0.00037918,             0.99522,             0.99476,             0.99437,             0.60422,            0.025055,           0.0091792,          0.00016235,           0.0016267,           0.0016267,           0.0016267
                 251,            0.026683,            0.011571,          0.00039055,             0.99734,             0.99601,             0.99489,             0.62436,            0.024554,           0.0090715,          0.00015942,           0.0016029,           0.0016029,           0.0016029
                 252,            0.026849,            0.011457,          0.00038494,             0.99731,             0.99647,              0.9949,             0.62836,            0.023958,           0.0090082,          0.00015624,           0.0015795,           0.0015795,           0.0015795
                 253,            0.027128,            0.011823,          0.00027987,             0.99582,             0.99647,             0.99463,             0.62498,            0.024266,           0.0090903,          0.00015715,           0.0015566,           0.0015566,           0.0015566
                 254,            0.026837,            0.011836,          0.00031544,             0.99677,             0.99432,             0.99402,              0.6177,            0.024678,           0.0091426,          0.00015683,           0.0015341,           0.0015341,           0.0015341
                 255,             0.02693,            0.012304,          0.00043432,               0.997,             0.99557,             0.99447,             0.62251,            0.024302,            0.009101,          0.00015539,           0.0015121,           0.0015121,           0.0015121
                 256,            0.026562,            0.012175,          0.00029421,             0.99692,             0.99603,             0.99489,             0.61909,            0.024628,           0.0091096,          0.00015733,           0.0014905,           0.0014905,           0.0014905
                 257,            0.026953,            0.012291,          0.00044352,             0.99654,             0.99691,             0.99495,             0.62514,            0.024738,           0.0090606,          0.00015884,           0.0014693,           0.0014693,           0.0014693
                 258,            0.026607,            0.011563,           0.0005244,             0.99669,             0.99523,             0.99426,             0.63263,            0.024036,           0.0089698,          0.00015632,           0.0014486,           0.0014486,           0.0014486
                 259,            0.026754,             0.01177,          0.00039651,             0.99501,             0.99435,             0.99414,             0.62388,            0.024359,           0.0090322,          0.00015764,           0.0014283,           0.0014283,           0.0014283
                 260,            0.026917,            0.011759,          0.00048545,             0.99474,             0.99479,             0.99408,             0.62262,            0.024868,           0.0090803,          0.00015886,           0.0014084,           0.0014084,           0.0014084
                 261,            0.026674,            0.011678,          0.00027514,             0.99466,             0.99567,             0.99418,             0.62144,            0.023969,           0.0090565,          0.00015854,            0.001389,            0.001389,            0.001389
                 262,            0.026484,            0.011783,          0.00047691,             0.99629,             0.99603,             0.99483,             0.61573,            0.024297,           0.0091173,          0.00016202,           0.0013701,           0.0013701,           0.0013701
                 263,            0.026718,            0.011624,          0.00025727,             0.99712,             0.99559,             0.99487,             0.62694,            0.023914,           0.0090439,          0.00016274,           0.0013516,           0.0013516,           0.0013516
                 264,            0.027058,            0.011908,          0.00041938,             0.99729,             0.99559,             0.99486,             0.63407,            0.023609,           0.0090104,           0.0001611,           0.0013336,           0.0013336,           0.0013336
                 265,            0.026991,            0.011424,          0.00032594,             0.99839,             0.99602,             0.99495,             0.62578,             0.02389,           0.0090063,          0.00016109,            0.001316,            0.001316,            0.001316
                 266,            0.027157,            0.011588,          0.00069707,             0.99682,             0.99647,              0.9949,              0.6226,            0.023818,            0.009011,           0.0001635,           0.0012989,           0.0012989,           0.0012989
                 267,            0.025783,            0.011416,          0.00032314,             0.99686,             0.99647,             0.99489,             0.60965,            0.024429,           0.0090916,          0.00016274,           0.0012822,           0.0012822,           0.0012822
                 268,            0.026178,            0.011758,          0.00034794,             0.99727,             0.99647,             0.99487,              0.6203,            0.024199,           0.0090065,          0.00016038,            0.001266,            0.001266,            0.001266
                 269,            0.026899,            0.011307,           0.0004073,             0.99761,             0.99691,             0.99493,             0.61141,            0.024477,            0.009049,          0.00015735,           0.0012503,           0.0012503,           0.0012503
                 270,            0.025811,            0.011588,          0.00028081,             0.99643,             0.99691,             0.99464,             0.62248,            0.024354,           0.0089753,          0.00015742,            0.001235,            0.001235,            0.001235
                 271,            0.025832,            0.011269,          0.00027189,             0.99669,             0.99691,             0.99465,             0.62643,            0.023945,           0.0090006,          0.00015354,           0.0012202,           0.0012202,           0.0012202
                 272,            0.026261,            0.011382,          0.00026062,             0.99755,             0.99733,             0.99488,             0.62424,            0.024263,           0.0090352,          0.00015136,           0.0012059,           0.0012059,           0.0012059
                 273,            0.025742,            0.011887,          0.00034293,             0.99779,             0.99735,             0.99495,             0.63201,            0.023716,           0.0089477,          0.00014916,           0.0011921,           0.0011921,           0.0011921
                 274,            0.025702,            0.011774,          0.00039782,             0.99733,             0.99616,             0.99496,             0.62315,            0.024143,           0.0090011,          0.00015069,           0.0011787,           0.0011787,           0.0011787
                 275,            0.025103,            0.011979,          0.00045485,             0.99539,             0.99559,             0.99486,             0.61652,            0.024556,           0.0090874,          0.00015413,           0.0011658,           0.0011658,           0.0011658
                 276,            0.025288,            0.012212,          0.00037385,              0.9946,             0.99691,             0.99482,             0.61897,            0.024365,           0.0090324,           0.0001519,           0.0011533,           0.0011533,           0.0011533
                 277,            0.024954,            0.011238,          0.00074372,             0.99509,             0.99735,             0.99489,             0.61741,            0.024361,           0.0089986,          0.00014924,           0.0011414,           0.0011414,           0.0011414
                 278,            0.025709,            0.011367,          0.00022352,             0.99582,             0.99735,             0.99492,             0.62912,            0.023772,           0.0089636,          0.00015151,           0.0011299,           0.0011299,           0.0011299
                 279,            0.025846,            0.011684,          0.00030973,             0.99706,             0.99603,             0.99483,              0.6292,            0.024046,           0.0090601,          0.00015158,           0.0011189,           0.0011189,           0.0011189
                 280,            0.025952,            0.011591,          0.00028082,             0.99764,             0.99601,             0.99484,             0.62336,            0.023988,           0.0091032,          0.00015108,           0.0011084,           0.0011084,           0.0011084
                 281,            0.025835,            0.011283,          0.00037132,             0.99699,              0.9969,             0.99493,             0.63597,             0.02347,           0.0088983,          0.00015131,           0.0010983,           0.0010983,           0.0010983
                 282,            0.024692,            0.011578,          0.00047734,             0.99758,              0.9978,             0.99494,               0.626,            0.023983,           0.0089431,          0.00014999,           0.0010888,           0.0010888,           0.0010888
                 283,            0.025185,            0.011253,           0.0001903,             0.99822,             0.99682,             0.99494,             0.62258,            0.024484,           0.0089891,           0.0001475,           0.0010797,           0.0010797,           0.0010797
                 284,            0.026663,            0.011803,          0.00030259,             0.99699,             0.99504,             0.99491,             0.62122,            0.023997,           0.0090058,          0.00014664,           0.0010711,           0.0010711,           0.0010711
                 285,            0.026194,            0.011748,          0.00084494,             0.99711,             0.99523,             0.99488,             0.63308,            0.023608,            0.008929,          0.00014819,            0.001063,            0.001063,            0.001063
                 286,            0.025107,            0.011143,          0.00021099,             0.99823,             0.99631,             0.99486,             0.63485,            0.023465,           0.0089001,          0.00014738,           0.0010554,           0.0010554,           0.0010554
                 287,            0.025458,            0.011708,           0.0002932,             0.99779,             0.99711,             0.99496,             0.63321,            0.023336,           0.0088245,          0.00014551,           0.0010483,           0.0010483,           0.0010483
                 288,            0.025121,            0.011421,          0.00029854,             0.99806,             0.99735,             0.99496,             0.64677,            0.022753,           0.0087402,          0.00014314,           0.0010416,           0.0010416,           0.0010416
                 289,            0.025252,            0.011543,          0.00028701,             0.99803,             0.99735,             0.99495,             0.63577,            0.023236,           0.0088585,          0.00014284,           0.0010355,           0.0010355,           0.0010355
                 290,            0.025567,            0.011681,          0.00040162,             0.99821,             0.99576,             0.99495,             0.64034,            0.023089,           0.0088505,          0.00014044,           0.0010298,           0.0010298,           0.0010298
                 291,              0.0263,            0.011487,          0.00045743,             0.99777,             0.99656,             0.99495,             0.63585,            0.023642,           0.0088405,          0.00014082,           0.0010247,           0.0010247,           0.0010247
                 292,            0.025205,            0.011668,          0.00024294,             0.99616,             0.99735,              0.9949,             0.62796,             0.02345,           0.0088929,          0.00014131,             0.00102,             0.00102,             0.00102
                 293,            0.026017,            0.011377,          0.00029685,             0.99734,             0.99606,              0.9949,             0.63384,            0.023718,           0.0089036,          0.00014308,           0.0010158,           0.0010158,           0.0010158
                 294,             0.02516,            0.011374,          0.00025954,             0.99735,             0.99655,             0.99488,             0.63492,             0.02349,           0.0088157,          0.00014042,           0.0010121,           0.0010121,           0.0010121
                 295,            0.025966,            0.011405,          0.00029227,             0.99823,             0.99653,             0.99496,             0.64247,             0.02317,           0.0087558,          0.00013829,           0.0010089,           0.0010089,           0.0010089
                 296,            0.025192,            0.011672,          0.00022461,             0.99823,             0.99686,             0.99496,             0.63552,            0.023661,           0.0088254,           0.0001392,           0.0010062,           0.0010062,           0.0010062
                 297,             0.02574,            0.011385,          0.00026015,             0.99779,             0.99668,             0.99495,             0.63547,            0.023289,           0.0088099,          0.00013895,           0.0010039,           0.0010039,           0.0010039
                 298,            0.025628,            0.011313,          0.00090067,             0.99779,             0.99732,             0.99496,             0.63563,            0.023175,           0.0087977,          0.00013844,           0.0010022,           0.0010022,           0.0010022
                 299,            0.024379,             0.01049,          0.00032449,              0.9967,             0.99647,             0.99489,             0.63084,             0.02329,           0.0088436,           0.0001393,            0.001001,            0.001001,            0.001001
